	Music	Slow songs or fast songs	Dance	Folk	Country	Classical music	Musical	Pop	Rock	Metal or Hardrock	Punk	Hiphop, Rap	Reggae, Ska	Swing, Jazz	Rock n roll	Alternative	Latino	Techno, Trance	Opera	Movies	Horror	Thriller	Comedy	Romantic	Sci-fi	War	Fantasy/Fairy tales	Animated	Documentary	Western	Action	History	Psychology	Politics	Mathematics	Physics	Internet	PC	Economy Management	Biology	Chemistry	Reading	Geography	Foreign languages	Medicine	Law	Cars	Art exhibitions	Religion	Countryside, outdoors	Dancing	Musical instruments	Writing	Passive sport	Active sport	Gardening	Celebrities	Shopping	Science and technology	Theatre	Fun with friends	Adrenaline sports	Pets	Flying	Storm	Darkness	Heights	Spiders	Snakes	Rats	Ageing	Dangerous dogs	Fear of public speaking	Healthy eating	Daily events	Prioritising workload	Writing notes	Workaholism	Thinking ahead	Final judgement	Reliability	Keeping promises	Loss of interest	Friends versus money	Funniness	Fake	Criminal damage	Decision making	Elections	Self-criticism	Judgment calls	Hypochondria	Eating to survive	Giving	Compassion to animals	Borrowed stuff	Loneliness	Cheating in school	Health	Changing the past	God	Dreams	Charity	Number of friends	Waiting	New environment	Mood swings	Appearence and gestures	Socializing	Achievements	Responding to a serious letter	Children	Assertiveness	Getting angry	Knowing the right people	Public speaking	Unpopularity	Life struggles	Happiness in life	Energy levels	Small - big dogs	Personality	Finding lost valuables	Getting up	Interests or hobbies	Parents' advice	Questionnaires or polls	Finances	Shopping centres	Branded clothing	Entertainment spending	Spending on looks	Spending on gadgets	Spending on healthy eating	Age	Height	Weight	Number of siblings	Gender_female	Gender_male	Left_right_handed_left handed	Left_right_handed_right handed	Only_child_no	Only_child_yes	Village_town_city	Village_town_village	House_block_of_flats_block of flats	House_block_of_flats_house/bungalow	Smoking	Alcohol	Punctuality	Lying	Internet_usage	Education
46	5.0	3.0	4.0	3.0	4.0	1.0	5.0	5.0	5.0	3.0	2.0	5.0	2.0	3.0	5.0	4.0	5.0	2.0	2.0	5.0	5.0	5.0	5.0	3.0	5.0	1.0	3.0	2.0	1.0	1.0	5.0	4.0	3.0	1.0	2.0	2.0	4.180819180819181	4.0	2.0	2.0	1.0	5.0	4.0	5.0	2.0	1.0	5.0	5.0	4.0	5.0	3.0	4.0	1.0	3.0	5.0	1.0	4.0	5.0	3.2372372372372373	3.0	5.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	3.0	3.0	3.0	3.0	2.0	3.0	5.0	5.0	5.0	3.0	5.0	3.2977022977022976	1.0	3.0	4.0	1.0	3.0	3.0	1.0	2.0	4.0	3.0	5.0	2.0	4.0	3.0	3.0	3.0	5.0	3.0	5.0	2.0	5.0	2.0	3.0	3.0	3.0	2.0	5.0	3.0	3.0	3.0	2.0	1.0	2.0	4.0	5.0	3.0	4.0	2.0	5.0	5.0	4.0	2.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	1.1213592233009706	1.3081664098613244	1.4	1	0	0	1	1	0	1	0	1	0	4.0	2.0	2.0	2.0	2.0	4.0
265	5.0	3.0	3.0	2.0	1.0	2.0	3.0	5.0	2.0	1.0	1.0	4.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	5.0	3.0	3.0	5.0	5.0	4.0	2.0	2.0	2.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	5.0	5.0	1.0	2.0	2.0	3.0	1.0	3.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	3.0	4.0	1.0	2.0	5.0	1.0	5.0	1.0	2.0	3.0	1.0	4.0	3.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	3.0	4.0	5.0	5.0	3.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	3.0	3.0	5.0	5.0	3.0	5.0	3.0	3.0	3.0	3.0	1.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	5.0	1.0	4.0	4.0	4.0	2.0	3.0	2.0	5.0	3.0	3.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	1.0	1.9708737864077683	1.0	1.4	1	0	0	1	1	0	1	0	1	0	2.0	2.0	2.0	2.0	1.0	3.0
743	5.0	3.0	3.0	4.0	3.0	2.0	2.0	3.0	4.0	2.0	2.0	1.0	3.0	2.0	3.0	2.0	2.8415245737211636	5.0	2.0	4.0	1.0	2.0	5.0	1.0	3.0	3.0	4.0	5.0	5.0	2.0	4.0	4.0	4.0	3.0	4.0	4.0	5.0	5.0	3.0	2.0	2.0	1.0	3.0	3.0	2.0	2.0	5.0	2.0	4.0	3.0	3.0	1.0	1.0	3.0	2.0	1.0	1.0	2.0	5.0	2.0	3.6666666666666665	3.0	4.0	2.0	3.0	2.0	4.0	3.0	3.0	1.0	1.0	2.0	2.0	3.0	2.0	2.0	5.0	5.0	5.0	2.652304609218437	4.0	3.0	2.7062937062937062	3.780780780780781	3.2977022977022976	3.0	3.0	4.0	5.0	4.0	4.0	3.0	2.0	3.0	5.0	3.0	2.0	3.0	3.0	4.0	5.0	3.0	2.0	2.0	3.0	5.0	5.0	3.0	5.0	3.0	4.0	2.0	3.0	4.0	5.0	2.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	5.0	3.0	3.0	3.0	3.0	1.0	2.0	2.0	4.0	4.0	4.333333333333332	1.3640776699029118	2.848998459167948	1.8	0	1	0	1	0	1	1	0	1	0	2.0	3.0	1.0	2.0	2.0	4.0
544	5.0	4.0	2.0	3.0	1.0	4.0	5.0	2.0	5.0	4.0	3.0	2.0	2.0	2.0	4.0	5.0	3.0	1.0	3.0	5.0	1.0	4.0	1.0	2.0	4.0	4.0	4.0	4.0	4.0	1.0	3.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	5.0	5.0	3.0	3.0	2.0	5.0	1.0	2.0	3.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	4.0	5.0	4.0	5.0	4.0	5.0	1.0	1.0	1.0	4.0	1.0	1.0	2.0	4.0	5.0	3.0	4.0	3.0	3.0	4.0	5.0	3.0	5.0	3.0	5.0	3.0	1.0	2.0	2.0	1.0	3.0	5.0	2.0	2.0	1.0	3.0	1.0	5.0	5.0	5.0	1.0	2.0	4.0	4.0	3.0	3.0	5.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	1.0	1.0	2.0	4.0	4.0	3.0	5.0	3.0	2.0	4.0	1.0	1.0	4.0	4.0	5.0	4.0	5.0	4.0	3.0	2.5776699029126213	2.848998459167948	1.8	0	1	0	1	0	1	1	0	0	1	3.0	3.0	2.0	2.0	2.0	5.0
610	5.0	3.0	3.0	2.0	1.0	1.0	1.0	5.0	3.0	1.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	5.0	4.0	4.0	5.0	4.0	4.0	3.0	4.0	4.0	2.0	1.0	3.0	3.0	5.0	3.0	3.0	1.0	5.0	3.0	5.0	5.0	1.0	2.0	1.0	4.0	2.0	3.0	3.0	1.0	1.0	3.0	3.0	1.0	1.0	4.0	1.0	1.0	4.0	5.0	4.0	3.0	5.0	3.0	5.0	1.0	4.0	4.0	3.0	4.0	4.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	5.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	4.0	3.0	3.0	4.0	1.0	3.0	3.0	4.0	3.0	5.0	3.0	4.0	3.0	3.0	1.0	4.0	3.0	2.0	4.0	5.0	3.0	3.0	2.0	4.0	3.0	4.0	4.0	5.0	4.0	5.0	4.0	4.0	3.0	3.0	2.0	4.0	3.0	3.0	3.0	2.0	5.0	4.0	4.0	5.0	5.0	3.0	2.0	1.7281553398058271	1.462249614791987	1.0	0	1	0	1	1	0	1	0	0	1	4.0	2.0	1.0	2.0	2.0	3.0
744	5.0	3.0	3.0	1.0	2.0	3.0	3.0	4.0	5.0	2.0	3.0	1.0	2.7685370741482966	3.0	4.0	4.0	4.0	2.0	2.0	5.0	5.0	5.0	5.0	5.0	3.0	2.0	3.0	4.0	2.0	1.0	4.0	1.0	1.0	1.0	5.0	1.0	5.0	3.0	3.0	2.0	2.0	1.0	4.0	4.0	1.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	1.0	3.0	4.0	1.0	3.0	4.0	2.0	4.0	5.0	2.0	4.0	4.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0	5.0	3.0	3.0	2.0	3.0	3.0	1.0	4.0	1.0	5.0	3.0	4.0	5.0	3.0	1.0	5.0	3.0	1.0	3.0	5.0	3.0	1.0	3.0	4.0	4.0	3.0	5.0	5.0	3.0	1.0	3.0	2.0	3.0	1.0	2.0	4.0	3.0	2.0	3.0	1.0	3.0	4.0	4.0	4.0	4.0	2.0	5.0	4.0	4.0	1.0	3.0	2.0	5.0	3.0	4.0	2.0	3.0	4.0	3.0	2.0	4.0	4.0	2.0	3.0	2.8203883495145625	2.6949152542372863	1.4	0	1	0	1	1	0	1	0	1	0	2.0	2.0	3.0	3.0	3.0	3.0
657	5.0	3.0	5.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	1.0	5.0	2.0	3.0	2.0	3.0	2.0	4.0	1.0	5.0	2.0	2.0	5.0	2.0	4.0	1.0	5.0	5.0	5.0	3.0	3.0	1.0	3.0	3.0	5.0	3.0	5.0	5.0	4.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	4.0	2.0	1.0	5.0	4.0	4.0	1.0	5.0	5.0	1.0	1.0	2.0	4.0	1.0	5.0	5.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	3.0	2.0	5.0	4.0	5.0	5.0	5.0	4.0	3.0	5.0	4.0	1.0	1.0	4.0	5.0	5.0	5.0	1.0	4.0	4.0	4.0	5.0	1.0	2.0	1.0	1.0	5.0	5.0	1.0	3.0	3.0	4.0	2.0	3.0	3.0	4.0	4.0	3.0	2.0	1.0	5.0	1.0	3.0	4.0	5.0	3.0	3.0	4.0	5.0	3.0	4.0	3.0	3.0	4.0	2.0	2.0	4.0	1.0	1.0	5.0	3.333333333333333	2.699029126213592	2.7719568567026167	2.2	1	0	0	1	0	1	1	0	0	1	1.0	1.0	1.0	3.0	1.0	4.0
524	5.0	3.0	2.0	1.0	2.0	4.0	2.0	2.0	5.0	5.0	5.0	2.0	5.0	2.755755755755756	3.0	5.0	2.0	1.0	3.0	5.0	2.7966101694915255	4.0	3.0	3.0	3.0	3.0	4.0	5.0	4.0	1.0	1.0	3.0	4.0	1.0	3.0	2.0	5.0	2.0	1.0	5.0	4.0	3.0	4.0	3.0	5.0	1.0	1.0	3.0	3.0	5.0	2.0	1.0	1.0	5.0	1.0	1.0	5.0	3.0	1.0	4.0	5.0	5.0	5.0	1.0	2.0	3.0	2.0	2.0	1.0	1.0	3.0	2.0	5.0	2.0	3.0	3.0	2.0	3.0	4.0	3.0	4.0	5.0	1.0	4.0	4.0	2.0	3.0	3.0	5.0	5.0	4.0	2.0	1.0	1.0	5.0	3.0	3.0	4.0	3.0	4.0	5.0	3.0	1.0	2.0	1.0	3.0	3.0	2.0	3.0	1.0	4.0	3.0	2.0	2.0	4.0	4.0	4.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0	5.0	4.0	2.0	5.0	3.0	2.0	2.0	2.0	2.333333333333333	2.092233009708739	1.693374422187981	2.6	1	0	0	1	1	0	1	0	0	1	4.0	3.0	1.0	3.0	3.0	3.0
321	5.0	3.0	3.0	2.0	4.0	3.0	4.0	4.0	5.0	2.0	2.0	5.0	2.0	3.0	5.0	3.0	4.0	3.0	1.0	5.0	5.0	5.0	5.0	4.0	2.0	3.0	3.0	5.0	3.0	4.0	4.0	4.0	5.0	2.0	1.0	1.0	5.0	3.1381381381381384	1.0	5.0	2.0	4.0	2.0	4.0	5.0	3.0	1.0	2.0	3.0	4.0	5.0	4.0	2.0	3.0	4.0	2.0	3.0	4.0	3.0	3.0	3.6666666666666665	4.0	5.0	3.0	3.0	3.0	3.0	5.0	5.0	3.0	3.0	5.0	2.0	4.0	5.0	3.0	4.0	3.0	4.0	2.652304609218437	5.0	5.0	5.0	5.0	3.0	2.0	3.0	3.0	3.0	4.0	4.0	3.0	2.0	3.0	5.0	5.0	3.0	2.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	3.0	4.0	4.0	4.0	4.0	3.07007007007007	3.0	3.0	3.0	4.0	3.0	4.0	3.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	2.0	3.0	3.0	3.0	3.0	1.333333333333333	1.0	1.3081664098613244	1.0	1	0	0	1	0	1	1	0	1	0	1.0	1.0	2.0	2.0	2.0	4.0
87	5.0	4.0	4.0	1.0	2.0	2.0	4.0	4.0	5.0	2.0	4.0	3.0	5.0	3.0	4.0	4.0	5.0	2.0	1.0	5.0	1.0	5.0	5.0	4.0	1.0	5.0	3.0	2.0	4.0	2.0	3.0	5.0	4.0	5.0	2.3363273453093814	1.0	5.0	2.0	4.0	3.0	2.0	3.0	4.0	5.0	1.0	4.0	1.0	2.0	2.0	3.0	5.0	1.0	1.0	2.0	5.0	1.0	2.0	5.0	3.0	4.0	5.0	5.0	3.0	1.0	2.0	2.0	1.0	3.0	3.0	3.0	5.0	3.0	2.0	3.0	5.0	4.0	3.0	4.0	3.0	1.0	4.0	4.0	1.0	4.0	3.0	1.0	2.0	3.0	2.0	4.0	5.0	1.0	1.0	5.0	3.0	4.0	1.0	5.0	3.0	2.0	5.0	3.0	1.0	3.0	2.0	4.0	3.0	4.0	3.0	3.0	2.0	5.0	5.0	3.0	4.0	3.0	4.0	4.0	4.0	5.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	5.0	3.0	4.0	5.0	4.0	4.0	2.0	1.0	1.0	2.2	1	0	0	1	1	0	0	1	0	1	3.0	2.0	3.0	2.0	2.0	4.0
214	4.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	5.0	4.0	3.0	2.0	2.0	5.0	5.0	4.0	3.0	1.0	2.0	5.0	1.0	3.0	5.0	2.0	3.0	2.0	4.0	4.0	5.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	2.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	4.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	4.0	4.0	5.0	4.0	3.6666666666666665	2.0	3.0	3.0	2.0	2.0	3.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	2.0	4.0	3.0	3.0	3.0	2.0	4.0	4.0	2.0	2.0	3.0	1.0	4.0	5.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0	3.0	2.0	5.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	5.0	3.0	4.0	3.0	4.0	3.0	5.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	4.0	3.0	4.0	2.0	2.33495145631068	1.3081664098613244	2.2	1	0	0	1	1	0	1	0	1	0	2.0	2.0	3.0	2.0	3.0	2.0
233	4.0	4.0	4.0	2.0	2.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0	3.0	4.0	4.0	1.0	5.0	5.0	5.0	5.0	5.0	4.0	3.0	4.0	4.0	3.0	2.0	3.0	1.0	4.0	1.0	1.0	1.0	4.0	2.0	2.0	4.0	4.0	4.0	1.0	3.0	3.0	2.0	2.0	2.0	2.0	4.0	4.0	1.0	3.0	5.0	5.0	3.0	3.0	3.0	2.0	3.0	3.6666666666666665	3.0	5.0	2.0	1.0	2.247258225324028	4.0	4.0	2.0	1.0	5.0	3.0	3.0	4.0	2.0	2.0	2.0	3.0	4.0	4.0	4.0	3.0	1.0	4.0	2.0	3.0	4.0	5.0	1.0	4.0	4.0	2.0	2.0	4.0	5.0	4.0	2.0	5.0	4.0	2.0	3.0	2.0	2.0	3.0	3.0	1.0	3.0	4.0	1.0	4.0	3.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	5.0	4.0	2.0	3.0	2.0	4.0	3.0	3.0	3.0	4.0	3.0	2.0	3.0	3.0	3.0	4.0	2.0	1.3640776699029118	1.0	1.4	1	0	0	1	1	0	1	0	1	0	4.0	2.0	2.0	2.0	2.0	2.0
755	5.0	3.0	5.0	3.0	3.0	5.0	5.0	2.0	3.0	1.0	2.0	5.0	5.0	5.0	3.0	2.0	5.0	5.0	3.0	5.0	1.0	3.0	3.0	5.0	1.0	5.0	2.0	3.0	5.0	3.0	2.0	2.0	4.0	1.0	1.0	4.0	4.0	1.0	2.0	5.0	5.0	3.0	3.0	5.0	5.0	1.0	1.0	4.0	5.0	1.0	5.0	1.0	1.0	4.0	5.0	1.0	2.0	4.0	5.0	4.0	5.0	5.0	4.0	1.0	2.0	5.0	2.0	2.0	4.0	4.0	2.0	4.0	4.0	3.0	2.0	3.0	4.0	5.0	1.0	1.0	2.0	4.0	2.0	5.0	2.0	2.0	2.0	5.0	1.0	5.0	5.0	2.0	4.0	3.0	4.0	5.0	3.0	5.0	3.0	1.0	5.0	3.0	1.0	5.0	2.0	5.0	2.0	5.0	2.0	4.0	3.0	5.0	5.0	1.0	4.0	5.0	3.0	2.0	5.0	5.0	3.0	3.0	3.0	5.0	4.0	3.0	1.0	4.0	4.0	4.0	5.0	4.0	2.0	4.0	2.333333333333333	1.0	1.0770416024653313	2.2	1	0	0	1	1	0	1	0	1	0	2.0	2.0	2.0	3.0	2.0	5.0
43	5.0	4.0	3.0	1.0	1.0	2.0	2.0	5.0	4.0	1.0	2.0	3.0	2.0	2.0	2.0	4.0	3.0	3.0	1.0	5.0	1.0	1.0	5.0	4.0	3.0	2.0	5.0	5.0	3.0	1.0	4.0	2.0	4.0	2.0	1.0	1.0	5.0	3.0	5.0	1.0	1.0	3.0	5.0	5.0	1.0	2.0	2.0	5.0	1.0	3.0	2.0	2.0	5.0	4.0	3.0	1.0	3.0	5.0	3.0	3.0	5.0	2.0	5.0	1.0	3.0	4.0	5.0	5.0	5.0	3.0	2.0	4.0	1.0	3.0	3.0	4.0	5.0	5.0	4.0	2.0	5.0	5.0	3.0	5.0	3.0	2.0	3.0	3.0	4.0	5.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	5.0	3.0	3.0	1.0	3.0	3.0	4.0	2.0	4.0	3.0	3.0	4.0	4.0	2.0	4.0	4.0	4.0	5.0	3.0	3.0	3.0	4.0	5.0	1.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	2.666666666666666	1.1213592233009706	1.3081664098613244	1.4	1	0	0	1	1	0	1	0	1	0	2.0	3.0	2.0	3.0	1.0	4.0
944	5.0	3.0	3.0	2.0	3.0	1.0	2.0	3.0	4.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0	2.0	1.0	5.0	5.0	4.0	5.0	3.0	4.0	2.0	5.0	3.7864271457085827	5.0	1.0	5.0	1.0	3.0	1.0	2.0	1.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	4.0	2.0	1.0	5.0	1.0	2.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	5.0	4.0	5.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	2.0	2.0	1.0	5.0	2.0	2.0	5.0	2.0	1.0	3.0	3.0	1.0	3.0	3.0	5.0	3.0	3.0	5.0	3.0	3.0	3.0	3.0	1.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	5.0	5.0	4.0	3.0	3.0	3.0	3.0	4.0	2.0	3.0	3.0	3.0	2.0	4.0	3.0	1.0	3.0	1.0	3.0	1.0	2.0	2.0	3.0	2.0	1.2427184466019412	1.3852080123266557	2.2	1	0	0	1	1	0	0	1	0	1	1.0	2.0	1.0	2.0	2.0	3.0
24	5.0	2.0	3.0	1.0	1.0	4.0	3.0	3.0	5.0	5.0	5.0	1.0	1.0	1.0	2.0	3.0	2.0	3.0	4.0	5.0	4.0	2.0	5.0	5.0	2.0	2.0	2.0	2.0	3.0	1.0	4.0	4.0	5.0	5.0	2.0	1.0	5.0	4.0	2.0	3.0	2.0	4.0	4.0	5.0	4.0	5.0	3.0	4.0	2.0	5.0	5.0	4.0	3.0	4.0	5.0	3.0	4.0	5.0	5.0	5.0	5.0	3.0	3.0	1.0	1.0	2.0	1.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	5.0	2.0	5.0	4.0	5.0	2.0	3.0	5.0	1.0	5.0	2.0	2.0	5.0	3.0	5.0	4.0	5.0	2.0	2.0	3.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	2.0	3.0	2.0	1.0	2.0	4.0	5.0	4.0	3.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	4.0	1.0	3.0	4.0	5.0	5.0	4.0	5.0	3.0	5.0	5.0	4.0	5.0	5.0	5.0	2.333333333333333	1.6067961165048565	1.0	1.4	1	0	0	1	1	0	1	0	1	0	2.0	1.0	3.0	3.0	2.0	3.0
104	4.0	4.0	3.0	3.0	2.0	4.0	2.0	2.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0	2.0	4.0	4.0	4.0	4.0	2.0	3.0	5.0	4.0	4.0	5.0	3.0	4.0	5.0	4.0	5.0	2.0	2.0	3.0	3.0	4.0	2.0	2.0	2.0	4.0	3.0	2.0	5.0	4.0	4.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	2.0	1.0	2.0	3.0	3.0	3.6666666666666665	3.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	4.0	2.0	4.0	5.0	1.0	5.0	5.0	1.0	1.0	3.0	5.0	1.0	4.0	5.0	5.0	5.0	1.0	1.0	1.0	5.0	3.0	1.0	2.0	1.0	1.0	1.0	4.0	3.0	3.0	2.0	5.0	3.0	4.0	3.0	1.0	2.0	3.0	2.0	2.0	5.0	2.0	5.0	1.0	5.0	5.0	4.0	3.0	3.0	4.0	3.0	4.0	1.0	2.0	2.0	2.0	4.0	4.0	2.0	4.0	3.0	3.1844660194174743	2.4637904468412923	1.4	0	1	0	1	1	0	0	1	1	0	2.0	3.0	2.0	1.0	2.0	3.0
552	5.0	3.0	2.0	3.0	1.0	3.0	3.0	2.0	4.0	2.0	1.0	1.0	4.0	5.0	3.0	5.0	5.0	2.0	2.0	5.0	2.0	4.0	5.0	5.0	1.0	5.0	4.0	4.0	4.0	1.0	2.0	4.0	5.0	5.0	3.0	1.0	5.0	2.0	2.0	4.0	1.0	5.0	2.0	5.0	3.0	5.0	2.0	5.0	4.0	4.0	5.0	5.0	5.0	5.0	4.0	2.0	5.0	5.0	3.0	5.0	5.0	3.0	5.0	2.0	2.0	1.0	2.0	5.0	5.0	5.0	3.0	3.0	1.0	2.0	4.0	1.0	3.0	2.0	2.0	4.0	4.0	4.0	3.0	5.0	3.0	2.0	3.0	1.0	5.0	3.0	5.0	1.0	3.0	5.0	3.0	4.0	3.0	4.0	3.0	3.0	5.0	3.0	3.0	4.0	3.0	4.0	5.0	3.0	5.0	1.0	1.0	4.0	5.0	3.0	5.0	1.0	3.0	5.0	3.0	4.0	3.0	3.0	3.0	5.0	5.0	2.0	2.0	3.0	3.0	3.0	5.0	4.0	2.0	3.0	2.333333333333333	2.397540781627324	1.0	2.2	1	0	0	1	1	0	1	0	0	1	3.0	2.0	2.0	2.0	2.0	3.0
821	5.0	2.0	3.0	2.0	2.0	3.0	1.0	3.0	2.0	1.0	1.0	5.0	2.0	2.0	1.0	3.0	3.0	3.0	1.0	4.0	5.0	4.0	5.0	3.0	2.0	2.0	3.0	2.0	5.0	1.0	5.0	4.0	4.0	3.0	1.0	1.0	4.0	3.0	5.0	1.0	1.0	1.0	3.0	3.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	4.0	5.0	3.0	3.0	1.0	3.0	4.0	3.0	2.0	5.0	5.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	4.0	5.0	2.0	3.0	5.0	3.0	4.0	4.0	2.0	2.0	4.0	5.0	2.0	3.0	1.0	2.0	5.0	3.0	2.0	3.0	4.0	1.0	4.0	1.0	2.0	4.0	5.0	5.0	5.0	3.0	1.0	3.0	2.0	1.0	1.0	3.0	3.0	5.0	1.0	4.0	2.0	1.0	5.0	2.0	4.0	1.0	1.0	3.0	3.0	3.0	3.0	5.0	3.0	4.0	2.0	2.0	1.0	2.0	4.0	5.0	1.0	5.0	1.0	3.0	3.0	4.155339805825239	3.311248073959935	1.0	0	1	0	1	1	0	1	0	0	1	1.0	1.0	2.0	1.0	2.0	3.0
947	5.0	2.0	3.0	3.0	3.0	4.0	3.0	4.0	5.0	3.0	3.0	1.0	3.0	3.0	3.0	4.0	4.0	4.0	2.0	4.0	2.0	3.0	5.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	3.0	2.0	3.0	5.0	4.0	4.0	5.0	3.0	3.0	2.0	2.0	1.0	5.0	1.0	1.0	3.0	1.0	1.0	5.0	2.0	5.0	4.0	3.0	2.0	1.0	1.0	3.0	4.0	2.0	5.0	1.0	2.0	3.0	1.0	1.0	4.0	2.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	1.0	3.0	5.0	1.0	3.0	3.0	2.0	4.0	4.0	1.0	4.0	5.0	1.0	3.0	2.0	4.0	1.0	3.0	5.0	5.0	2.0	2.0	2.0	4.0	2.0	4.0	1.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	2.0	4.0	1.0	1.0	4.0	1.0	3.0	1.0	4.0	3.0	3.0	3.0	5.0	2.0	3.0	4.0	3.0	5.0	4.0	1.0	1.0	1.0	1.0	4.0	2.333333333333333	3.0631067961165037	1.693374422187981	1.4	1	0	0	1	0	1	0	1	0	1	2.0	2.0	3.0	3.0	2.0	3.0
147	5.0	4.0	3.0	2.0	3.0	2.0	2.0	3.0	5.0	4.0	3.0	5.0	2.0	2.0	2.0	4.0	2.0	1.0	1.0	5.0	2.0	3.0	3.0	3.0	4.0	3.0	4.0	2.0	4.0	2.0	4.0	4.0	2.0	3.0	5.0	5.0	5.0	4.0	2.0	2.0	3.0	5.0	5.0	4.0	2.0	2.0	2.0	1.0	3.0	5.0	1.0	1.0	3.0	4.0	1.0	1.0	1.0	1.0	5.0	2.0	1.0	2.0	3.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	3.0	3.0	4.0	4.0	5.0	4.0	3.0	5.0	5.0	3.0	4.0	2.0	3.0	3.0	3.0	5.0	4.0	2.0	2.0	3.0	2.0	4.0	5.0	4.0	2.0	4.0	1.0	2.0	4.0	3.0	1.0	1.0	1.0	2.0	2.0	1.0	4.0	5.0	3.0	2.0	2.0	3.0	5.0	4.0	1.0	4.0	3.0	2.0	3.0	4.0	3.0	3.0	4.0	3.0	4.0	2.0	1.0	1.0	1.0	3.0	4.0	2.0	3.7912621359223273	3.4653312788905977	1.8	0	1	0	1	1	0	1	0	1	0	1.0	2.0	3.0	2.0	1.0	3.0
